Word,Log_Freq_HAL,I_Mean_RT
spoofs,4.898,#
spooked,5.485,#
spookier,2.485,#
spookiest,2.303,#
spooking,3.714,#
spooks,5.697,#
spools,5.730,#
Spooner,5.749,#
spoonerism,2.996,#
spoonerisms,2.485,#
spoonfed,3.951,#
spoonfeeding,2.079,#
spoonfeeds,2.079,#
spoonfuls,3.555,#
spooning,3.951,#
spoons,6.613,#
spoonsful,0.000,#
spoor,4.394,#
spoors,1.386,#
sporadically,6.080,#
sporran,3.296,#
sporrans,0.693,#
sported,5.209,#
sportier,3.689,#
SPORTIN,3.178,#
sportiness,2.565,#
sportingly,2.197,#
sportive,4.466,#
sportively,0.000,#
sportiveness,0.000,#
sportswoman,2.197,#
sportswomen,1.099,#
SPOSATO,3.466,#
spotlessly,2.197,#
spotlessness,0.000,#
spotlighted,3.761,#
spotlighting,3.664,#
spotters,4.804,#
spottier,0.000,#
spottiest,0.000,#
spouter,1.099,#
spouters,0.000,#
spouts,5.247,#
SPRAGUE,6.213,#
SPRAGUE'S,2.398,#
spraining,2.708,#
sprat,2.708,#
sprats,0.693,#
sprawls,3.526,#
sprayers,3.761,#
spreadeagled,3.951,#
spreadeagles,1.946,#
spreadeagling,0.000,#
spreaders,4.263,#
sprees,4.220,#
sprigged,0.693,#
sprightlier,0.000,#
sprightliest,0.000,#
sprightliness,0.000,#
sprightly,3.714,#
sprigs,4.344,#
springboards,2.565,#
springbok,3.497,#
springboks,2.833,#
springier,1.386,#
springiest,0.000,#
springless,1.792,#
springlike,2.833,#
springtides,0.000,#
springtimes,0.000,#
SPRINKEL,0.000,#
sprinklers,4.431,#
sprinkles,4.644,#
sprinklings,2.197,#
sprinter,4.913,#
sprinters,4.382,#
sprinting,4.956,#
sprints,5.595,#
sprit,4.920,#
sprites,8.371,#
sprits,2.773,#
spritsail,0.000,#
spritsails,0.000,#
sprockets,5.081,#
sprouts,6.028,#
sprucely,0.000,#
spruceness,0.000,#
spruces,3.135,#
sprucing,3.584,#
SPRUE,4.575,#
spryer,0.000,#
spryest,0.000,#
spryly,2.565,#
spryness,0.693,#
spuds,5.333,#
spume,2.398,#
SPUMONI'S,0.000,#
spunkier,1.609,#
spunkiest,0.000,#
SPURDLE,0.000,#
spuriously,3.178,#
spuriousness,0.000,#
spurning,3.135,#
spurted,5.081,#
spurting,5.638,#
spurts,6.075,#
sputtering,5.727,#
sputters,4.248,#
sputum,3.850,#
SPUYTEN,0.693,#
SPYCKET,0.000,#
spyglasses,0.000,#
squabbled,2.773,#
squabs,1.792,#
squalidly,0.693,#
squalled,1.386,#
squaller,1.609,#
squallers,0.000,#
squallier,0.000,#
squalliest,0.000,#
squalling,3.367,#
squally,0.000,#
squanderer,0.693,#
squanderers,0.000,#
squandering,4.543,#
squandermania,0.000,#
squanders,2.303,#
SQUARE'S,3.738,#
squareness,2.996,#
squarer,2.708,#
squarest,0.000,#
SQUARESVILLE,1.099,#
squaring,5.118,#
squashes,4.394,#
squashier,0.000,#
squashiest,0.000,#
squashiness,0.000,#
squatters,6.475,#
squattest,0.000,#
squawked,3.664,#
squawker,1.099,#
squawkers,0.000,#
squawking,4.431,#
squawks,4.007,#
squaws,2.996,#
squeaker,3.807,#
squeakers,2.398,#
squeakier,1.609,#
squeakiest,0.693,#
squeaks,5.342,#
squealers,2.485,#
squeamishly,1.386,#
squeegeed,1.099,#
squeegeeing,1.946,#
squeegees,1.609,#
squeezer,3.258,#
squeezers,2.197,#
squeezes,5.561,#
squelches,2.197,#
squelching,4.127,#
squib,3.829,#
SQUIBB,4.727,#
squibs,2.485,#
squidgier,0.000,#
squidgiest,0.000,#
squidgy,2.944,#
squids,4.736,#
squiffier,0.000,#
squiffiest,0.000,#
squiffy,0.693,#
squiggles,3.829,#
squigglier,0.000,#
squiggliest,0.000,#
squintier,0.000,#
squintiest,0.000,#
squints,3.401,#
SQUIRE'S,2.833,#
squirearchies,0.000,#
squirearchy,0.000,#
squired,1.609,#
squiring,1.609,#
squirming,6.596,#
squirrels,6.936,#
squirter,3.714,#
squirters,4.511,#
squirts,5.525,#
Sri,9.261,#
SSSSHOO,0.000,#
STABAT,3.689,#
stabber,3.258,#
stabbers,1.099,#
stabbing,6.297,#
stabilizations,0.693,#
stabilizer,6.194,#
stabler,4.942,#
stablest,2.079,#
stabling,1.386,#
stably,4.220,#
stadia,4.317,#
stadiums,6.073,#
STAFFE,0.000,#
STAFFORDSHIRE,6.172,#
stagecoaches,2.197,#
stagers,1.386,#
stagestruck,1.099,#
stagflation,3.807,#
staggerer,0.000,#
staggerers,0.000,#
staggers,4.710,#
stagier,0.693,#
stagiest,0.000,#
stagily,0.000,#
stagings,2.398,#
stagnancy,2.565,#
stagnantly,0.000,#
stagnated,4.554,#
stagnates,3.045,#
stagnating,4.431,#
stagy,0.693,#
staidly,0.000,#
staidness,0.000,#
STAIGER,3.178,#
stakeholders,4.682,#
stakeouts,2.303,#
staking,5.088,#
stalactites,3.091,#
STALAG,4.060,#
stalagmites,3.296,#
staled,1.099,#
stalemated,3.584,#
stalemates,3.219,#
stalemating,2.079,#
staleness,2.197,#
staler,2.079,#
stales,1.099,#
stalest,0.693,#
STALEY,5.598,#
staling,2.398,#
STALINGR,0.000,#
STALINS,3.497,#
stalkers,5.999,#
stalks,6.198,#
STALLARD,4.431,#
stallholders,0.693,#
stallions,6.001,#
stalwartly,1.386,#
stalwarts,4.431,#
STAMFORD,6.500,#
stammerer,1.099,#
stammerers,0.000,#
stammeringly,0.000,#
stammers,3.296,#
stampedes,2.197,#
stampeding,3.638,#
stanched,0.000,#
stancher,0.000,#
stanches,0.000,#
stanching,1.386,#
stanchion,3.526,#
stanchions,3.638,#
stanchly,0.000,#
stanchness,0.000,#
standardizations,0.000,#
standardizes,4.663,#
standbys,4.357,#
stander,3.526,#
standers,1.386,#
STANDETH,2.485,#
STANDIN,4.812,#
standoffishly,0.000,#
standoffishness,0.000,#
standpipe,1.946,#
standpipes,0.693,#
standpoints,4.025,#
STANHOPE,5.153,#
STANISLAS,1.792,#
STANNARD,3.689,#
STANS,3.178,#
STANSBERY,1.792,#
STANTON,7.146,#
stanzas,4.585,#
stapled,5.620,#
staplers,3.091,#
STARBIRD,1.386,#
starboarded,0.000,#
starboarding,0.000,#
starboards,1.609,#
starches,4.710,#
starchier,0.000,#
starchiest,0.000,#
starching,1.609,#
STARDEL,0.000,#
starfishes,3.466,#
stargazers,3.434,#
stargazing,4.025,#
starker,4.466,#
starkers,1.386,#
starkest,2.944,#
STARKEY,5.829,#
starless,4.220,#
starlets,3.892,#
STARR,7.966,#
STARRE,4.111,#
starrier,0.000,#
starriest,0.000,#
starters,8.442,#
STARTIN,4.317,#
startles,3.892,#
starveling,0.000,#
starvelings,1.099,#
starves,4.277,#
stashes,3.784,#
stashing,3.892,#
statecraft,3.738,#
Statehouses,3.091,#
statelessness,1.099,#
statelier,0.000,#
stateliest,0.000,#
stateliness,0.693,#
STATEN,6.372,#
staterooms,3.761,#
statics,4.836,#
stationer,1.386,#
stationers,3.367,#
stationing,4.078,#
stationmasters,0.000,#
STATISTIQUE,3.466,#
STATOR,4.691,#
STATU,4.554,#
statuettes,3.497,#
STATUSES,4.263,#
STATUTO,2.485,#
staunched,0.693,#
stauncher,0.000,#
staunches,0.693,#
staunching,1.792,#
staunchly,5.037,#
staunchness,1.386,#
STAUNTON,4.691,#
staves,5.476,#
STAVROPOULOS,1.946,#
stayer,1.792,#
stayers,0.693,#
steadfastness,3.664,#
steadies,3.045,#
steadiest,2.197,#
steadying,3.638,#
STEALIN,3.434,#
stealthier,2.565,#
stealthiest,1.099,#
steamboats,2.398,#
steamers,4.977,#
steamier,2.773,#
steamiest,2.197,#
steamrollered,2.197,#
steamrollering,0.693,#
steamrollers,2.079,#
steams,3.932,#
steamships,2.708,#
STEARNS,6.397,#
steeds,5.771,#
STEELE,7.710,#
STEELE'S,4.934,#
steelier,0.000,#
steeliest,0.000,#
steeling,3.784,#
steelworkers,4.419,#
steelyards,0.000,#
steenbok,0.000,#
steenboks,0.000,#
steepened,2.398,#
steepening,3.584,#
steepens,1.792,#
steeping,3.761,#
steepish,1.386,#
steeplechases,0.000,#
steeplejacks,0.000,#
steepness,4.564,#
steeps,4.554,#
steerages,0.000,#
steerageway,0.000,#
steersmen,0.000,#
STEEVES,5.342,#
STEFFENS,4.331,#
STEICHEN,2.944,#
STEINBECKS,0.000,#
STEINBERG,6.713,#
STEINER,7.266,#
STEINERS,4.554,#
STEINKERQUE,0.000,#
steins,3.807,#
stelae,4.419,#
stele,3.951,#
stemming,6.360,#
stenches,1.946,#
stencilled,2.944,#
stencilling,2.197,#
stencils,4.466,#
STENDHAL,3.466,#
STENDLER,0.000,#
STENGEL,4.443,#
STENGEL'S,0.000,#
STENNIS,4.615,#
stenographers,2.890,#
STENTON,0.693,#
Stentor,3.526,#
stentorian,3.258,#
STEOREOTYPED,0.000,#
STEPANOVICH,2.890,#
stepbrothers,2.079,#
stepdaughters,1.386,#
stepfathers,2.398,#
Steph,6.721,#
STEPHANE,7.066,#
STEPHANOTIS,2.079,#
STEPHENS'S,1.099,#
STEPHENSON,7.032,#
stepparents,2.197,#
stepsisters,2.773,#
stepsons,2.773,#
stereos,5.501,#
stereoscopes,1.099,#
stereoscopic,5.037,#
stereotyping,6.601,#
sterilizes,2.944,#
STERIOS,0.000,#
sterna,1.609,#
STERNAL,3.466,#
sterner,5.328,#
sternest,2.833,#
sternness,3.258,#
sternums,0.000,#
sternwheeler,0.693,#
sternwheelers,0.000,#
stertorous,0.000,#
stertorously,0.000,#
stet,3.892,#
stethoscopes,2.485,#
stets,4.779,#
stetted,0.000,#
STETTIN,3.434,#
stetting,1.099,#
STEUBEN,3.689,#
stevedore,2.833,#
stevedores,1.099,#
STEVENS,8.624,#
STEVIE,7.147,#
stewarded,2.079,#
stewarding,3.219,#
STEWART,9.114,#
STEWART'S,5.762,#
stewing,4.466,#
stickers,8.159,#
stickier,4.043,#
stickiest,2.565,#
stickily,2.197,#
stickiness,4.304,#
stickle,3.178,#
stickleback,1.099,#
sticklebacks,1.386,#
stickled,0.000,#
sticklers,3.714,#
stickles,2.079,#
stickling,0.000,#
STICKMAN,3.714,#
STICKNEY,3.829,#
stickpins,0.000,#
STICLE,0.000,#
STIDGER,0.000,#
sties,2.639,#
stiffener,3.434,#
stiffeners,2.398,#
stiffenings,0.000,#
stiffest,4.060,#
stifles,5.242,#
stigmas,3.932,#
stigmatized,4.883,#
stigmatizes,3.296,#
stigmatizing,4.060,#
stile,4.977,#
stilettos,3.714,#
stilled,5.017,#
stiller,4.736,#
stillest,0.000,#
stilling,4.635,#
stillroom,0.000,#
stillrooms,0.000,#
STILLWELL,4.644,#
stilly,2.944,#
stiltedly,0.000,#
Stilton,4.094,#
STIMSON,5.398,#
stingers,5.088,#
stingier,1.792,#
stingiest,2.303,#
stingily,1.099,#
stinginess,2.890,#
stingless,0.000,#
stingo,1.099,#
stingrays,4.691,#
stinkers,4.127,#
STINKPOTTERS,0.000,#
stinks,7.412,#
stinted,2.197,#
stinting,2.398,#
stints,4.564,#
stipendiaries,0.000,#
stipendiary,0.000,#
stipends,4.585,#
stipple,4.060,#
stippled,2.890,#
stipples,2.708,#
stippling,2.996,#
stipulated,6.047,#
stipulating,4.511,#
stipulations,5.209,#
STIRLING,6.455,#
stirrer,3.219,#
stirrers,3.178,#
STIRRIN,1.386,#
stirrups,5.710,#
stitching,7.167,#
stoat,3.638,#
stoats,2.303,#
STOBER'S,0.000,#
stockaded,0.000,#
stockades,0.000,#
stockading,0.000,#
stockbreeder,0.000,#
stockbreeders,0.000,#
stockbrokers,4.078,#
stockcars,0.000,#
stocked,6.844,#
stockfish,0.000,#
stockfishes,0.000,#
STOCKHAUSEN,5.069,#
stockier,3.401,#
stockiest,0.000,#
stockily,0.000,#
stockiness,1.386,#
stockinet,0.000,#
stockinette,2.565,#
stockist,3.178,#
stockists,3.611,#
stockjobber,0.000,#
stockjobbers,0.000,#
stockmen,1.609,#
stockpiled,4.369,#
stockpiles,4.828,#
stockpots,0.000,#
stockrooms,0.693,#
stocktaking,1.099,#
stockyards,3.296,#
STOCKYNGES,0.000,#
stodge,1.099,#
stodgier,0.693,#
stodgiest,1.792,#
stodginess,0.693,#
stoep,1.609,#
stoeps,0.000,#
stoical,2.996,#
stoically,3.829,#
stokehold,0.693,#
stokeholds,0.000,#
stokehole,0.000,#
stokeholes,0.000,#
stokers,3.135,#
stokes,6.988,#
stoking,4.357,#
stoles,5.011,#
stolidity,1.386,#
stolidness,0.000,#
STOLL,5.283,#
STOLZENBACH,0.000,#
stomachaches,2.197,#
stomached,1.099,#
stomachful,1.099,#
stomaching,1.386,#
STOMACK,2.197,#
stomps,5.209,#
stonebreaker,2.197,#
stonebreakers,0.000,#
stonecutters,3.434,#
stoneless,0.000,#
stonemasons,1.792,#
STONESTOWN,2.398,#
stonewalled,3.829,#
stonewaller,0.000,#
stonewallers,0.000,#
stonewalling,4.263,#
stonewalls,1.946,#
stonier,2.708,#
stoniest,0.000,#
stoning,5.481,#
stooged,0.000,#
stooging,1.099,#
stoolie,1.609,#
stoolies,1.099,#
stoolpigeons,0.000,#
stools,6.011,#
STOOOOOMP,0.000,#
stoops,3.989,#
stopcocks,1.099,#
stopgap,4.511,#
stopgaps,0.693,#
stoppable,2.944,#
stoppers,5.187,#
stoppings,0.000,#
stopwatches,2.565,#
STORERIA,0.000,#
storerooms,2.079,#
storey,5.485,#
storeys,3.526,#
storks,4.205,#
stormier,1.386,#
stormiest,0.000,#
stormily,0.693,#
storytellers,5.142,#
stoup,1.946,#
stoups,0.000,#
STOUT'S,2.833,#
stouter,2.197,#
stoutest,2.197,#
stoutness,1.792,#
stovepipes,1.609,#
stowage,3.135,#
stowaways,2.565,#
STOWE,6.105,#
STOWE'S,3.135,#
STOWEY,0.000,#
stowing,3.526,#
stows,2.303,#
Strad,3.989,#
straddles,5.017,#
Stradivarii,0.000,#
Stradivarius,3.761,#
Strads,1.792,#
STRAFACI,0.000,#
strafe,5.799,#
strafed,3.807,#
strafes,1.609,#
strafing,5.215,#
straggles,0.000,#
stragglier,0.000,#
straggliest,0.000,#
straggly,2.996,#
straightedges,1.792,#
straighter,5.159,#
straightest,4.357,#
straightforwardly,4.190,#
straightness,4.248,#
straights,6.894,#
strainers,4.111,#
STRAININ,0.000,#
straiten,2.197,#
straitened,2.639,#
straitening,0.000,#
straitens,0.000,#
straitjackets,2.890,#
straitlaced,1.609,#
STRAM,2.079,#
STRAM'S,0.000,#
STRAMONIUM,2.485,#
STRANAHAN,5.724,#
STRANG,5.727,#
strangleholds,0.000,#
strangles,4.078,#
strangling,5.193,#
strangulated,1.946,#
strangulates,0.000,#
strangulating,1.099,#
straphanger,0.000,#
straphangers,0.000,#
straphanging,0.000,#
STRASBOURG,6.340,#
STRASNY,1.099,#
stratagems,3.526,#
STRATEGEM,3.664,#
strategical,4.394,#
strategics,2.398,#
strategies,8.943,#
STRATFORD,6.125,#
STRATFORD'S,1.792,#
STRATFORDE,0.000,#
stratifications,1.386,#
stratifies,0.000,#
stratifying,2.303,#
STRATTON,6.551,#
STRAUSS,7.081,#
STRAVINSKY,5.652,#
STRAVINSKY'S,4.174,#
strawboard,0.000,#
strawed,0.000,#
strawing,0.000,#
straying,5.606,#
streakers,2.485,#
streakier,0.000,#
streakiest,0.000,#
streaking,5.323,#
streaky,4.277,#
streamers,5.642,#
streamlet,0.000,#
streamlets,0.000,#
streamlines,3.738,#
streamlining,5.455,#
STREETERS,1.099,#
streetwalkers,3.555,#
STRENGTENED,0.000,#
strenuously,5.820,#
strenuousness,1.099,#
streptococcal,2.398,#
streptococci,3.258,#
streptomycin,4.205,#
stretchable,2.890,#
stretchers,4.248,#
stretchier,1.386,#
stretchiest,0.000,#
stretchiness,1.946,#
strewed,3.045,#
strewing,2.197,#
strews,0.693,#
strewth,2.303,#
striated,2.773,#
striates,0.000,#
striating,0.000,#
striations,3.784,#
STRICKLAND,6.366,#
stricter,6.375,#
strictness,4.357,#
strid,0.000,#
stridden,0.000,#
stridence,0.000,#
stridences,0.000,#
stridencies,0.000,#
stridency,3.296,#
stridently,4.174,#
stridulate,0.000,#
stridulated,0.000,#
stridulates,0.000,#
stridulating,0.000,#
stridulation,0.000,#
stridulations,0.000,#
strikebreaking,1.792,#
strikers,6.068,#
STRINDBERG,4.466,#
STRINDBERG'S,1.792,#
stringencies,2.639,#
stringier,0.693,#
stringiest,0.000,#
stringiness,0.693,#
stripier,0.000,#
stripiest,0.000,#
stripling,4.007,#
striplings,0.000,#
stripping,7.192,#
stripteases,0.000,#
stripy,3.258,#
STRITCH,3.497,#
striven,3.638,#
striver,1.099,#
strivers,1.609,#
strollers,5.740,#
strolls,4.654,#
strongboxes,2.197,#
STRONGHEART,0.000,#
strongholds,5.572,#
STRONGROOMS,0.693,#
strontium,5.273,#
strop,4.043,#
strophe,2.944,#
strophes,0.000,#
stroppier,0.000,#
stroppiest,0.000,#
stroppy,2.565,#
strops,0.693,#
structurally,5.935,#
strudels,1.386,#
STRUKTURBERICHT,0.000,#
strummed,4.078,#
strumpets,1.792,#
strums,3.912,#
struth,2.197,#
struts,5.872,#
stubbier,1.386,#
stubbiest,0.000,#
stubbing,3.296,#
STUBBLEFIELD,5.553,#
STUBBLEFIELDS,0.000,#
stubblier,0.000,#
stubbliest,0.000,#
STUBBS,6.142,#
stuccoed,1.386,#
stuccoes,0.000,#
stuccoing,0.000,#
stuccos,0.000,#
studding,3.434,#
STUDEBAKER,5.951,#
studiously,4.913,#
studiousness,0.000,#
stuffier,1.792,#
stuffiest,0.000,#
stuffily,0.000,#
stuffiness,2.639,#
stuffs,6.330,#
stultification,1.946,#
stultifications,0.000,#
stultified,2.833,#
stultifies,0.000,#
stultify,1.099,#
stultifying,3.611,#
stumbler,0.000,#
stumblers,0.000,#
STUMPAGE,2.303,#
stumpers,3.401,#
stumpier,0.000,#
stumpiest,0.000,#
stunner,4.043,#
stunners,2.565,#
stuns,4.779,#
stunted,6.286,#
stunting,3.829,#
stupefied,3.135,#
stupefies,0.000,#
stupendously,3.367,#
stupider,5.911,#
stupids,4.060,#
stupors,2.833,#
STURBRIDGE,3.714,#
STURCH,0.000,#
sturdier,4.875,#
sturdiest,1.792,#
sturdily,3.091,#
sturdiness,3.584,#
sturgeons,2.944,#
STURLEY,0.000,#
STURLEY'S,0.000,#
stuttered,4.762,#
stutterer,2.197,#
stutterers,2.197,#
stuttering,5.852,#
stutteringly,0.000,#
stutters,4.317,#
STUTTGART,7.420,#
Stygian,4.644,#
STYKA,0.000,#
styleless,0.000,#
STYLEMARK,0.000,#
stylishly,3.401,#
stylishness,0.000,#
stylistically,5.380,#
stylistics,3.584,#
stylists,4.828,#
stylizes,0.000,#
stylizing,1.099,#
styluses,2.773,#
stymies,3.526,#
stymying,0.000,#
styptic,3.401,#
styptics,0.000,#
STYRENE'S,0.000,#
STYRENES,0.000,#
STYRON,3.466,#
suasion,3.332,#
suavely,2.398,#
suavity,2.398,#
subaltern,3.714,#
subalterns,2.197,#
subbed,6.040,#
subcommittees,5.153,#
subconsciousness,2.944,#
subcontinents,0.000,#
subcontracted,4.143,#
subcontractors,5.533,#
subcontracts,4.477,#
subcutaneously,3.434,#
subdivided,6.129,#
subdivides,2.303,#
subdividing,4.357,#
subedit,0.000,#
subedited,0.000,#
subediting,0.000,#
subeditor,0.000,#
subeditors,0.000,#
subedits,0.000,#
subfusc,0.000,#
SUBGROSS,0.000,#
subheadings,3.178,#
SUBIC,3.989,#
subjecting,6.016,#
subjoin,0.000,#
subjoined,0.693,#
subjoining,0.000,#
subjoins,0.000,#
subjugated,5.429,#
subjugates,2.708,#
subjugating,4.304,#
subjugations,0.000,#
subjunctives,1.946,#
subleased,2.079,#
subleases,1.099,#
subleasing,2.197,#
sublets,2.303,#
subletting,1.792,#
sublieutenant,1.609,#
sublieutenants,0.000,#
sublimated,4.344,#
sublimates,3.045,#
sublimating,3.045,#
sublimation,5.130,#
sublimations,0.693,#
sublimely,3.555,#
sublimeness,0.000,#
sublimity,3.045,#
SUBLITERARY,0.000,#
SUBLUNARY,1.099,#
submariner,4.644,#
submergence,2.996,#
submerges,3.367,#
submersed,3.526,#
submerses,0.000,#
submersible,4.615,#
submersibles,2.833,#
submersing,0.000,#
submissively,4.554,#
submissiveness,4.500,#
SUBMUCOSA,0.000,#
subnormals,1.609,#
subordinately,0.000,#
subordinating,3.466,#
subordinations,0.000,#
subordinative,0.000,#
SUBORDINATOR,0.000,#
suborn,2.303,#
subornation,2.079,#
suborned,2.708,#
suborning,2.708,#
suborns,0.000,#
SUBPARTS,2.944,#
SUBPENAED,0.000,#
SUBPENAS,0.000,#
subplots,5.088,#
subpoenaed,5.333,#
subpoenaing,2.565,#
subpoenas,5.347,#
subscribes,6.026,#
subscriptions,8.479,#
SUBSEDIES,0.000,#
subserved,0.000,#
subserves,0.693,#
subserviently,2.079,#
subserving,0.693,#
subsidences,0.000,#
subsides,5.403,#
subsiding,3.951,#
subsidizer,1.099,#
subsidizers,0.000,#
subsidizes,5.707,#
subsidizing,6.203,#
subsisted,3.401,#
subsisting,3.611,#
subsists,3.178,#
substantiated,6.023,#
substantiating,4.466,#
substantiations,1.099,#
substantival,0.693,#
substantives,2.197,#
substations,4.317,#
SUBSTERILIZATION,0.000,#
substrata,2.197,#
substructures,2.639,#
subsumes,4.025,#
subsuming,3.258,#
subtenant,0.000,#
subtenants,0.000,#
subtend,2.833,#
subtending,0.000,#
SUBTILIS,4.820,#
subtitles,7.699,#
subtlest,3.045,#
subtopia,0.000,#
subtractions,4.489,#
subtracts,5.361,#
subvention,2.197,#
subventions,4.007,#
subversively,2.708,#
subversiveness,1.099,#
subverts,4.078,#
successions,3.332,#
succinctly,6.016,#
succinctness,2.485,#
succour,3.526,#
succoured,0.693,#
succouring,0.000,#
succours,1.609,#
succubi,3.611,#
succubus,5.984,#
succubuses,0.000,#
succulents,3.714,#
succumbs,4.804,#
SUCESS,6.180,#
suchlike,5.442,#
suckled,4.317,#
suckles,2.197,#
sucklings,0.693,#
sucks,9.460,#
SUDIER,0.000,#
sudsier,0.000,#
sudsiest,0.000,#
SUDSING,1.386,#
suet,5.075,#
suety,0.000,#
SUEY,3.526,#
sufferance,3.526,#
sufficed,4.860,#
suffices,5.775,#
sufficing,1.946,#
suffocates,3.664,#
suffragan,0.000,#
suffragans,0.000,#
suffrages,0.693,#
suffuses,1.946,#
suffusing,2.303,#
suffusion,0.693,#
sugarier,0.000,#
sugariest,0.000,#
sugaring,2.833,#
sugarloaves,0.000,#
sugars,6.681,#
suggestively,4.357,#
SUGGS,3.807,#
SUHTHUHN,0.000,#
suicidally,3.912,#
suitableness,0.693,#
suiting,4.290,#
SUKARNO,3.367,#
SUKARNO'S,1.386,#
SUKUMA,0.693,#
SULAMITE,0.000,#
SULAMITH,0.000,#
SULCER,0.000,#
SULFAQUINOXALINE,0.000,#
sulkier,0.000,#
sulkies,0.000,#
sulkiest,0.000,#
sulkiness,0.693,#
SULKY'S,0.000,#
SULLAM,0.000,#
sullenly,3.584,#
sullenness,1.792,#
sullied,4.357,#
sullies,1.386,#
SULLIVAN,8.601,#
sulpha,2.197,#
sulphates,2.996,#
sulphides,3.178,#
sulphonamide,0.000,#
sulphonamides,0.000,#
SULPHURED,0.000,#
sulphureous,0.000,#
sulphuret,0.000,#
sulphurets,0.000,#
sulphuretted,0.000,#
sulphuretting,0.000,#
sulphurous,4.533,#
sultana,4.060,#
sultanas,3.738,#
sultanate,5.050,#
sultanates,1.609,#
SULTANE,0.000,#
sultrier,0.000,#
sultriest,0.693,#
sultrily,0.000,#
sultriness,0.000,#
SULZBERGER,3.584,#
SULZBERGER'S,0.000,#
Sumatra,5.257,#
Sumatran,3.367,#
Sumatrans,0.000,#
summaries,7.929,#
summarily,6.174,#
summat,3.951,#
summations,2.996,#
SUMMERDALE,1.792,#
summered,1.946,#
summerhouse,1.792,#
summerhouses,0.693,#
summerier,0.000,#
summeriest,0.000,#
summering,0.693,#
SUMMERSPACE,0.000,#
summertimes,0.000,#
summery,4.277,#
SUMMITRY,0.000,#
summits,4.852,#
summoning,6.782,#
summonsed,2.079,#
summonses,1.946,#
summonsing,0.000,#
SUMNER,6.250,#
sump,5.861,#
sumps,2.833,#
sumptuary,2.890,#
sumptuously,2.303,#
sumptuousness,0.000,#
SUMTER,5.124,#
SUN'LL,0.000,#
SUNAY,0.000,#
sunbathed,2.890,#
sunbather,2.773,#
sunbathers,3.892,#
sunbathes,0.000,#
sunbathing,5.293,#
sunbeams,4.025,#
sunblinds,0.000,#
sunbonnets,0.000,#
sunburned,4.290,#
sunburns,3.219,#
sunbursts,2.079,#
sundaes,5.011,#
sundecks,0.000,#
sundered,3.526,#
sundering,2.079,#
sunders,1.099,#
sundews,1.099,#
sundowner,3.367,#
sundowners,4.159,#
sundries,3.912,#
sunfishes,0.693,#
sunflowers,4.159,#
sunlamps,0.000,#
SUNMAN,4.234,#
sunned,3.850,#
sunnier,3.091,#
sunniest,2.890,#
sunnily,0.000,#
sunniness,0.000,#
SUNNYVALE,8.588,#
sunrises,3.850,#
sunroofs,3.332,#
sunsets,5.497,#
sunspots,4.673,#
SUNT,6.891,#
suntanned,2.398,#
suntans,2.639,#
suntrap,0.000,#
suntraps,0.000,#
superable,0.000,#
superabound,1.792,#
superabounded,0.000,#
superabounding,0.000,#
superabounds,0.000,#
superannuate,0.000,#
superannuated,2.890,#
superannuates,0.000,#
superannuating,0.000,#
superannuation,3.689,#
superannuations,0.000,#
supercargo,1.386,#
supercargoes,0.000,#
supercharged,5.030,#
supercharger,6.282,#
superchargers,4.025,#
superciliously,2.303,#
superciliousness,0.693,#
superconductivity,5.509,#
superduper,3.258,#
supererogation,0.000,#
superficialities,2.773,#
superficies,2.708,#
superfluities,1.792,#
superfluously,0.000,#
superfluousness,0.000,#
SUPERIEURE,6.016,#
superintended,2.773,#
superintending,1.386,#
superintends,1.099,#
superlatively,2.565,#
SUPERLUNARY,0.000,#
SUPERMACHINE,0.000,#
SUPERMATIC,2.197,#
supermen,5.198,#
supernal,2.303,#
SUPERNATANT,3.829,#
supernaturally,3.526,#
supernovas,3.135,#
supernumeraries,0.693,#
supernumerary,2.639,#
supers,5.380,#
superscribed,0.000,#
superscribes,0.000,#
superscribing,0.000,#
superscriptions,0.000,#
supersedes,6.518,#
superseding,3.892,#
superstars,6.479,#
superstitiously,2.565,#
superstructures,2.944,#
supertax,1.609,#
supertaxes,0.000,#
supervenes,1.792,#
supervening,1.946,#
supervisions,1.099,#
supped,2.565,#
supperless,0.000,#
supping,1.792,#
supplanter,1.099,#
supplanters,0.000,#
supplants,2.996,#
suppler,1.386,#
supplest,0.000,#
suppliants,2.303,#
supplicants,3.135,#
supplicated,1.792,#
supplicates,1.099,#
supplications,4.263,#
supportable,5.247,#
suppositories,4.290,#
suppresses,5.557,#
suppressing,6.648,#
suppressiveness,1.386,#
suppressors,4.754,#
suppurate,0.000,#
suppurated,0.000,#
suppurates,0.000,#
suppurating,3.091,#
suppuration,1.386,#
suppurations,0.000,#
supra,8.110,#
SUPRANATIONALISM,0.000,#
supremacists,5.565,#
sups,2.833,#
SUPT,4.820,#
SUR,8.771,#
SURCEASE,1.946,#
surcharged,3.332,#
surcharges,5.513,#
surcharging,1.609,#
SURCLIFFE,0.000,#
surcoat,2.079,#
surcoats,0.000,#
surd,2.996,#
surds,1.609,#
surefootedly,0.000,#
surefootedness,0.000,#
sureness,2.944,#
surer,4.554,#
surest,5.849,#
sureties,2.639,#
surfacing,5.814,#
surfboards,4.234,#
surfboat,0.000,#
surfboats,0.693,#
surfed,5.442,#
surfeit,4.060,#
surfeited,1.099,#
