Word,Log_Freq_HAL,I_Mean_RT
strenuous,1.4914,736.923
streptococcus,5.841,1058.538
stress,2.9015,575.543
stressed,2.4533,580.281
stresses,1.3010,649.812
stressful,2.1106,637.875
stressing,1.6435,680.176
stretch,2.8745,605.706
stretched,2.1399,648.273
stretcher,2.0569,758.968
stretches,1.6721,604.333
stretching,2.0569,650.97
stretchy,1.3010,820.645
strew,0.4771,800.304
strewn,1.3010,786.913
striate,1.386,875.429
striation,0.4771,948.5
stricken,1.8808,719.618
strict,2.5551,652.032
strictest,1.5563,986.81
strictly,2.7396,646.471
stricture,0.4771,704.8
strictures,0.7782,838.444
stride,2.0334,636.062
strident,0.4771,696.16
strides,1.6021,776.25
striding,1.1761,806.6
strife,1.9345,640.25
strike,3.3664,636.469
strikebound,0.0,821.129
strikebreaker,2.565,908.643
strikebreakers,4.007,1075.963
striker,6.78,609.613
strikes,2.6866,582.576
striking,2.3522,714.645
strikingly,0.8451,821.167
string,2.8109,619.647
stringed,0.8451,850.387
stringency,0.4771,1020.75
stringent,0.8451,888.0
stringently,3.85,888.72
stringing,1.4624,776.321
strings,2.6222,615.344
stringy,1.3424,957.846
strip,2.9036,773.879
stripe,1.8751,647.182
striped,1.9445,691.091
stripes,2.5092,668.0
stripped,2.2648,753.543
stripper,2.4281,652.606
strippers,2.2380,787.125
strips,1.9243,671.906
striptease,1.5441,760.273
strive,1.8325,570.75
strives,1.0414,728.059
striving,1.3979,700.697
strivings,2.565,805.714
strode,6.073,780.815
stroke,2.8248,650.188
stroked,1.1761,666.086
strokes,2.1038,708.355
stroking,1.5798,750.484
stroll,2.3263,638.031
strolled,1.3617,651.581
stroller,1.6628,580.719
strolling,1.8062,703.613
strong,3.6465,616.941
strongarm,6.303,1055.5
strongbox,1.2304,691.258
stronger,2.9890,628.562
strongest,2.3856,717.152
stronghold,8.222,760.567
strongly,2.5353,658.312
stropped,0.693,663.364
stropping,2.398,644.667
strove,0.9031,835.474
struck,2.9175,646.697
structural,1.9731,735.03
structure,2.7160,579.727
structured,1.5441,740.412
structures,1.7709,629.344
structuring,0.7782,782.25
strudel,1.6812,795.577
struggle,2.8344,646.355
struggled,2.0492,651.343
struggles,1.7404,603.353
struggling,2.5011,714.794
strum,1.1139,711.5
strumming,1.0414,988.045
strumpet,1.4150,936.167
strung,2.0607,763.931
strut,1.9085,733.0
strutted,0.4771,812.481
strutting,1.5682,870.033
strychnine,1.3617,806.8
Stuart,2.8142,705.5
stub,1.6990,696.862
stubbed,1.2304,825.655
stubble,1.2788,585.0
stubbly,0.4771,877.077
stubborn,2.7443,608.094
stubbornly,0.9031,847.767
stubbornness,1.4314,993.5
stubby,1.4150,744.125
stubs,1.6435,723.323
stucco,1.3010,775.3
stuck,3.5315,638.882
stud,2.5502,626.452
studded,1.0000,813.037
student,3.3416,568.303
students,3.1945,586.727
student's,7.189,660.879
studied,2.7619,576.412
studies,2.6794,622.441
studio,3.0759,654.469
studios,2.1038,649.033
studious,0.8451,776.241
studs,1.7076,670.788
study,3.3983,594.333
studying,2.9948,587.969
stuff,4.1946,621.303
stuffed,2.6454,643.545
stuffing,2.2201,824.719
stuffy,2.2695,709.793
stumble,2.0043,736.273
stumbled,2.3096,705.387
stumbles,1.3802,715.172
stumbling,1.7634,641.8
stump,2.1004,718.8
stumped,1.7924,699.613
stumper,0.4771,776.28
stumping,0.4771,842.645
stumps,1.4624,770.708
stumpy,4.489,746.312
stun,1.9868,794.464
stung,1.8976,679.147
stunk,1.6721,679.303
stunned,2.2788,679.333
stunning,2.3222,750.2
stunningly,1.1461,867.906
stunt,2.6721,668.906
stunts,1.9956,664.061
stupefaction,2.303,1096.2
stupefy,0.6990,835.455
stupefying,0.6990,834.364
stupendous,1.5315,936.875
stupid,3.9734,592.853
stupidest,2.0864,838.733
stupidities,0.7782,947.96
stupidity,2.2148,753.875
stupidly,1.5051,783.062
stupor,1.3010,782.63
sturdy,1.9395,665.567
sturgeon,1.3010,852.889
stutter,1.9868,765.304
sty,1.3010,746.045
style,3.1861,595.853
styled,0.8451,711.471
styles,2.1367,600.387
styling,1.6435,708.414
stylish,2.0453,672.735
stylist,1.6532,643.636
stylistic,6.468,791.067
stylization,2.565,874.552
stylize,1.386,911.321
stylized,1.1139,890.875
stylus,0.8451,734.095
stymie,3.97,873.5
stymied,1.1761,814.875
styrene,5.1,1046.0
Styx,1.4472,795.353
suability,0.0,662.0
suable,1.792,746.4
suave,1.6812,692.677
sub,2.5922,684.033
subatomic,1.6721,908.407
subbing,1.1461,761.571
subcommittee,1.6435,889.697
subconscious,2.1303,894.75
subconsciously,1.5682,908.966
subcontinent,0.4771,923.759
subcontract,0.6990,835.742
subcontracting,4.407,1090.24
subcontractor,0.4771,942.75
subcutaneous,1.1761,1004.214
subdivide,0.6990,841.625
subdivision,1.4771,963.613
subdivisions,0.4771,908.548
subdue,1.6232,861.774
subdued,1.5185,721.786
subdues,1.792,784.517
subduing,0.4771,1067.682
subfigures,2.079,955.062
subgroups,0.6990,915.812
subheading,3.434,940.433
subhuman,1.0792,864.308
subhumanity,0.0,974.739
subject,3.2755,623.182
subjected,1.8921,704.118
subjection,0.4771,748.452
subjective,1.7634,671.03
subjectively,0.8451,874.848
subjectivist,3.761,1051.0
subjectivists,2.398,1035.56
subjectivity,0.8451,954.088
subjects,2.5514,567.061
subject's,6.246,652.97
subjugate,5.572,856.84
subjugation,1.1139,847.417
subjunctive,0.8451,901.379
sublease,0.4771,801.96
sublet,1.4914,681.56
sublimate,0.7782,846.786
sublime,1.8751,701.312
sublimed,2.485,853.394
subliminal,1.5682,752.29
submachine,1.2041,962.552
submarine,2.5599,766.0
submariners,0.6021,865.714
submarines,1.9494,863.0
submerge,1.3222,683.207
submerged,1.6435,805.182
submerging,0.7782,822.464
submerse,0.693,876.25
submersion,0.6990,808.615
submission,1.7482,682.875
submissions,1.1139,767.688
submissive,1.6628,750.429
submit,2.4518,660.114
submits,0.9031,698.788
submitted,2.0170,672.03
submitting,1.3424,733.882
subnormal,0.4771,803.621
suborbital,4.143,1001.923
subordinate,1.5051,838.265
subordinated,0.9031,890.613
subordinates,1.4771,863.733
subordination,0.6021,922.276
subparagraph,0.6990,1084.231
subplot,0.8451,964.167
subpoena,2.0569,890.316
subrogation,2.708,958.0
subroutine,0.7782,1072.692
subroutines,0.6990,1069.333
subs,2.1875,696.172
subscribe,1.6532,735.727
subscribed,1.2041,853.156
subscriber,1.3424,767.353
subscribers,1.1461,746.515
subscribing,0.6990,804.333
subscription,1.8388,768.156
subscripts,5.497,683.719
subsection,1.2788,967.759
subsections,0.4771,1058.04
subsequent,1.8129,763.844
subsequently,1.7709,771.485
subserve,0.693,1008.36
subservience,0.9031,969.964
subservient,1.3979,1039.759
subside,1.3222,715.031
subsided,1.1761,710.345
subsidence,3.97,767.448
subsidiaries,0.7782,917.207
subsidiary,1.3802,849.0
subsidies,1.1139,862.414
subsidization,4.804,975.4
subsidize,1.2304,960.484
subsidized,1.0414,838.258
subsidy,0.7782,857.5
subsist,0.6021,868.783
subsistence,0.6021,792.233
subsistent,0.0,854.296
subsoil,0.6021,851.043
subsonic,0.6990,906.423
subspace,1.4472,806.222
subspaces,3.178,974.667
subspecies,1.2788,931.704
substance,2.5623,683.839
substances,1.8633,686.559
substandard,1.3617,994.903
substantial,2.2625,876.412
substantially,1.5185,811.514
substantiate,1.3222,1071.1
substantiates,0.6990,1222.364
substantiation,0.7782,1126.148
substantive,1.1139,1006.536
substantively,4.691,961.481
substation,1.4771,1039.963
substitute,2.3784,740.966
substituted,1.3010,688.853
substitutes,1.2553,769.469
substituting,1.2788,965.967
substitution,1.3424,812.062
substitutionary,2.996,1103.462
substitutions,1.0000,853.154
substrate,0.4771,849.774
substrates,5.1,775.333
substratum,3.584,999.818
substructure,0.9031,1230.607
subsume,4.111,1008.667
subsumed,0.4771,855.692
subsurface,0.6990,1002.741
subsystem,0.8451,877.72
subsystems,0.6990,968.304
subtended,3.761,1019.826
subtends,3.401,1038.857
subterfuge,1.3010,783.222
subterfuges,2.996,859.25
subterranean,1.5315,1087.522
subtitle,6.269,716.219
subtitled,6.88,702.733
subtle,2.5502,775.735
subtler,1.0000,892.75
subtleties,0.9542,934.5
subtlety,1.6128,887.381
subtly,1.3617,705.286
subtract,1.4624,678.875
subtracted,0.6990,749.971
subtracting,1.1139,777.543
subtraction,1.0414,807.333
subtropical,4.615,903.448
subtype,0.4771,848.031
subtypes,4.97,807.172
suburb,1.4914,744.969
suburban,2.0719,766.71
suburbanite,0.9031,1029.867
suburbanites,0.6021,1136.818
suburbanized,0.693,1040.87
suburbia,1.5911,936.636
suburbs,2.0828,768.727
subversion,1.0000,911.393
subversive,1.7404,896.828
subversives,0.9031,1019.913
subvert,1.2553,819.1
subverted,0.6021,805.542
subverting,0.8451,822.227
subway,2.7380,645.353
subways,1.5315,774.969
succeed,2.6839,619.562
succeeded,2.2718,693.303
succeeding,1.5563,743.406
succeeds,1.6990,667.235
success,3.1433,591.5
successes,1.6532,689.548
successful,3.0162,681.235
successfully,2.2900,791.939
succession,1.6902,739.581
successive,0.9542,815.5
successively,5.704,819.71
successor,1.9345,672.455
successors,0.4771,769.771
successorship,1.946,1059.9
succinct,1.1139,759.318
succor,1.0414,846.333
succulence,1.099,1120.952
succulent,1.3802,840.107
succumb,1.3010,846.423
succumbed,1.5185,895.087
succumbing,1.0792,835.818
such,4.1718,620.25
suck,3.2504,593.971
sucked,2.7135,634.333
sucker,2.9217,580.906
suckers,2.4014,739.5
sucking,2.5763,607.548
suckle,1.0000,809.926
suckling,1.2788,716.097
sucrose,5.493,989.04
suction,2.4594,859.241
Sudan,1.6335,826.677
Sudanese,1.2041,917.25
sudden,3.2325,574.788
suddenly,3.4556,606.485
suddenness,1.0000,899.6
suds,1.3979,707.238
sudsy,0.6021,1010.25
sue,9.297,728.606
sued,2.3962,735.308
suede,1.9685,758.387
sues,1.5185,731.231
suffer,3.0603,681.242
sufferable,3.135,746.966
suffered,2.8176,698.182
sufferer,0.6990,760.742
sufferers,1.1139,776.8
suffering,2.9965,738.912
sufferings,1.3222,759.548
suffers,2.2504,684.455
suffice,1.9294,738.844
sufficiency,0.6990,884.375
sufficient,2.3874,641.414
sufficiently,1.8573,765.062
suffix,0.4771,617.906
suffixes,5.969,765.625
suffocate,1.8921,784.567
suffocated,1.7709,749.727
suffocating,1.8808,716.0
suffocation,1.5911,792.3
suffrage,0.7782,790.464
suffragette,3.526,1048.143
suffragettes,3.367,1059.444
suffuse,2.079,987.7
suffused,4.025,841.133
sugar,3.2849,578.071
sugarcane,0.8451,828.394
sugared,1.0000,1098.526
sugarless,1.0000,645.853
sugarloaf,5.176,741.484
sugary,1.2041,850.071
suggest,3.3015,630.97
suggested,2.7210,683.182
suggestibility,0.4771,932.625
suggestible,0.9542,745.815
suggesting,2.7419,758.433
suggestion,2.7945,649.939
suggestions,2.4425,711.387
suggestive,1.4314,666.281
suggests,2.4099,669.719
suicidal,2.1732,816.2
suicide,3.2425,725.794
suicides,1.9638,746.235
suing,2.4683,842.125
suit,3.5441,648.03
suitability,0.7782,943.828
suitable,2.3945,687.879
suitably,1.1461,733.345
suitcase,2.8351,720.133
suitcases,1.9731,775.656
suite,2.9294,614.094
suited,2.1847,612.438
suites,1.9294,700.9
suite's,2.079,701.25
suitor,1.8451,737.438
suitors,1.6021,789.125
suits,2.9523,630.382
sulfide,1.0000,755.481
sulfur,1.7853,657.969
sulk,1.5911,647.667
sulked,4.06,721.593
sulkily,1.946,941.25
sulking,1.7853,781.25
sulks,0.8451,739.318
sulky,1.0414,670.609
sullen,1.4771,716.667
sully,5.069,715.409
sullying,0.4771,913.333
sulphate,0.6990,898.609
sulphide,0.6021,813.714
sulphur,1.6435,929.857
sulphuric,1.0792,993.08
sultan,2.2175,651.963
sultans,0.6990,793.409
sultry,1.1761,758.481
sum,2.7193,663.424
sumac,0.6990,877.455
summarization,4.078,899.97
summarize,1.3222,701.594
summarized,0.6021,674.656
summarizes,6.639,683.121
summarizing,6.509,801.094
summary,1.9345,572.406
summate,0.0,831.526
summation,1.5315,841.192
summed,1.3424,671.192
summer,3.6035,592.364
summers,2.1303,631.914
summer's,5.935,750.839
summertime,1.7924,689.25
summing,0.6990,821.379
summit,2.2330,615.4
summon,2.2967,676.655
summoned,2.1818,730.375
summons,1.9138,763.543
sumptuous,1.2304,824.615
sums,1.9494,676.147
sun,3.5507,550.6
sunbaked,0.6990,792.829
sunbathe,1.0414,933.6
sunbeam,1.2788,696.469
sunblind,0.0,937.115
sunbonnet,2.197,988.667
sunburn,1.5315,667.0
sunburnt,0.7782,932.958
sunburst,0.8451,764.848
sundae,1.9138,751.81
Sunday,3.3438,656.118
Sundays,2.1335,651.548
Sunday's,6.36,646.941
sundeck,2.996,877.722
sunder,0.4771,892.444
sundew,1.386,846.692
sundial,1.3802,769.346
sundials,3.892,895.158
sundown,2.2430,680.968
sundrenched,0.0,1014.111
sundry,1.1461,833.333
sunfish,4.331,706.808
sunflower,1.5441,638.818
sung,2.2529,746.759
sunglasses,2.3054,704.906
sunk,2.3766,742.75
sunken,1.6721,863.4
sunlamp,0.8451,879.517
sunless,0.8451,769.032
sunlight,2.3747,643.75
sunlit,1.0000,660.871
sunning,0.8451,833.917
sunny,2.5933,637.688
sunray,0.7782,870.6
sunrise,2.4914,733.657
sunroof,1.3617,743.625
suns,1.6902,714.167
sun's,8.038,648.029
sunset,2.7218,612.031
sunshade,3.401,744.0
sunshades,1.386,835.483
sunshield,1.099,718.812
sunshine,2.7818,613.088
sunshiny,1.0792,987.143
sunspot,6.192,725.061
sunstroke,1.2041,729.258
suntan,1.7076,745.692
sup,7.023,605.6
super,3.1261,612.267
superabundance,2.303,1112.917
superabundant,0.0,1091.7
superb,2.1703,749.333
superbly,1.0792,795.538
superceded,5.961,927.031
supercilious,0.9031,1129.824
supercritical,0.4771,1013.394
superego,0.6990,868.655
superficial,2.1732,705.794
superficiality,4.443,898.48
superficially,1.0792,910.469
superfine,1.0414,855.792
superfluity,3.466,1016.933
superfluous,1.3802,861.84
superhighways,4.454,955.567
superhuman,1.6232,810.452
superimpose,1.0792,976.692
superimposed,0.4771,1092.7
superimposes,2.833,1039.792
superimposing,0.4771,946.773
superintend,1.099,1140.19
superintendent,2.3424,1024.769
superintendents,0.6021,1171.312
superintendent's,3.401,1036.077
superior,2.8222,659.576
superiority,1.8325,779.265
superiors,2.1584,658.931
superlative,0.7782,840.367
superlatives,0.7782,1062.323
superman,8.945,665.312
supermarket,2.4082,701.406
supermarkets,1.5441,730.545
supernatural,2.3541,756.9
supernaturalism,3.526,1026.935
supernormal,3.892,999.379
supernova,1.3222,855.241
superposed,3.332,1037.667
superposition,1.3802,988.645
superscribe,0.0,1034.929
superscription,0.0,1036.1
supersede,0.9542,845.714
superseded,0.9542,916.143
supersensitive,0.4771,1008.935
supersession,2.398,1175.083
supersonic,1.3222,800.824
superstar,2.2455,747.485
superstition,2.0253,780.194
superstitions,1.4472,837.938
superstitious,2.2455,799.516
superstructure,1.1761,955.303
supervene,0.0,1180.0
supervened,0.0,960.4
supervise,1.9956,819.931
supervised,1.8573,714.606
supervises,0.9542,965.63
supervising,1.6532,795.633
supervision,2.1038,682.844
supervisor,2.4843,767.0
supervisors,1.3010,850.97
supervisor's,4.787,774.367
supervisory,1.2304,822.037
supine,0.6990,853.273
supinely,1.099,1051.333
supper,2.9952,658.656
suppers,1.1139,875.652
supplant,0.6021,736.053
supplanted,0.7782,881.875
supplanting,3.892,852.765
supple,1.5051,730.037
supplement,1.7709,659.633
supplemental,1.4914,786.75
supplementary,1.1461,791.324
supplemented,0.4771,799.5
supplementing,0.6021,886.344
supplements,1.3802,686.206
suppleness,4.205,829.769
suppliant,2.944,762.75
supplicant,0.6990,810.96
supplicate,0.6021,830.083
supplicating,1.946,923.238
supplication,0.8451,1018.107
supplied,2.0899,649.935
supplier,2.0000,746.853
suppliers,1.5911,704.613
supplies,2.8561,590.226
supply,2.9791,682.097
supplying,1.6335,780.219
support,3.4130,614.375
supported,2.2718,679.485
supporter,1.5798,677.0
supporters,1.7324,715.375
supporting,2.3711,776.812
supportive,2.3766,717.719
supports,2.0253,635.844
suppose,3.8073,585.344
supposed,4.1094,684.114
supposedly,2.4200,727.562
supposes,1.4150,714.176
supposing,6.087,825.061
supposition,1.2304,765.786
suppositions,0.7782,832.16
suppository,1.1461,911.48
suppress,1.8865,775.088
suppressed,1.5563,694.515
suppression,1.4150,774.806
suppressive,0.6990,797.438
suppressor,1.0000,724.278
supranational,4.234,846.5
supremacist,0.6990,1013.083
supremacy,1.4771,833.034
supreme,9.736,685.719
supremely,1.3222,899.806
surcharge,1.0792,846.429
sure,4.7489,585.794
surefire,1.1461,950.269
surefooted,2.197,908.4
surely,3.1486,645.265
surety,0.9031,894.385
surf,2.5119,627.143
surface,2.9689,613.188
surfaced,1.6435,740.706
surfaceness,0.0,944.136
surfaces,1.5798,728.562
surfactant,0.6021,830.5
surfactants,4.344,868.909
surfboard,1.6812,768.625
surfer,1.9243,771.242
surge,1.9777,673.441
surged,0.9031,789.129
surgeon,2.9238,638.647
surgeons,2.2923,634.29
surgery,3.2180,638.625
surgical,2.6128,792.2
surging,1.2553,745.517
surly,1.5682,841.957
surmise,1.2788,922.684
surmised,1.0414,854.087
surmises,3.611,725.542
surmount,0.7782,861.167
surmounted,3.892,898.522
surname,1.6902,737.56
surpass,1.2788,691.258
surpassed,1.8261,704.968
surplus,2.0212,747.029
surpluses,0.6021,965.848
surprise,3.6566,663.806
surprised,3.4486,672.875
surprises,2.6972,721.935
surprising,2.4886,737.485
surprisingly,2.2122,704.742
surreal,1.7634,748.607
surrealism,1.1761,889.321
surrealist,0.9031,913.0
surrealists,1.0792,824.074
surrender,2.8976,625.267
surrendered,2.0755,725.118
surrendering,1.7076,827.906
surreptitious,0.9031,979.467
surreptitiously,0.6021,1050.438
surrogate,1.9823,792.645
surround,2.1959,667.455
surrounded,2.8312,695.742
surrounding,2.2856,732.152
surroundings,2.0334,730.242
surtax,0.4771,794.667
surveillance,2.9791,894.387
survey,2.3579,613.0
surveyed,1.2041,697.806
surveying,1.2553,739.656
surveyor,1.1461,898.091
surveys,1.4624,704.161
survivability,0.6021,867.652
survival,2.7126,684.882
survivalist,0.7782,831.222
survivalists,0.4771,925.423
survivals,0.4771,677.281
survive,3.1870,692.552
survived,2.8202,674.97
survives,1.9542,863.5
surviving,2.2695,730.75
survivor,2.3464,604.882
survivors,2.5237,690.5
Susan,3.2639,619.161
Susan's,6.284,700.882
susceptibility,0.7782,994.333
susceptible,1.8195,873.258
sushi,2.3483,721.107
Susie,7.284,700.613
Susie's,5.247,730.062
suspect,3.3531,629.706
suspected,2.6972,689.941
suspecting,1.6990,712.676
suspects,2.8035,641.903
suspend,2.1523,663.265
suspended,2.5729,668.344
suspender,0.4771,871.963
suspenders,1.6435,767.032
suspense,2.0607,618.765
suspension,2.3483,703.258
suspensions,0.6990,674.594
suspicion,2.5729,706.1
suspicions,2.2227,796.581
suspicious,2.9117,736.323
suspiciously,1.3617,879.188
Sussex,1.4150,750.625
sustain,2.1367,756.406
sustained,8.045,634.406
sustaining,1.4624,714.0
sustains,1.2041,791.258
sustenance,1.4771,820.6
suture,2.1038,932.538
Suzanne,2.3598,691.576
Suzuki,1.6812,728.467
svelte,0.7782,713.0
swab,2.0864,724.281
swabbed,1.3424,789.259
swaddle,0.6990,791.8
swag,1.4150,699.333
swagger,1.1139,763.444
swaggered,2.773,877.893
swaggering,1.1461,773.6
Swahili,1.3424,1016.6
swallow,2.8129,703.25
swallowed,2.5353,718.375
swallowing,1.8751,786.0
swallows,1.9345,656.971
swallowtailed,0.0,914.308
swam,2.0934,880.613
swami,1.5798,992.7
swamp,2.6618,629.333
swamped,1.9138,755.867
swamping,4.466,681.812
swamps,1.6628,631.677
swampy,1.0414,743.103
swan,7.397,599.226
swank,1.3979,823.167
swanky,1.1461,783.192
swanlike,0.0,893.76
swans,1.8195,612.25
swap,2.2695,652.562
swarm,1.8388,776.818
swarmed,1.2788,710.273
swarming,1.7324,729.586
swarms,1.3617,782.462
swarthy,1.3222,859.318
swash,3.555,810.333
swashbuckler,0.6990,1160.905
swastika,1.4624,840.1
swat,6.872,792.7
swatch,1.2788,638.192
swatches,1.4314,750.72
swath,1.0792,645.667
swathe,2.89,827.632
swathed,0.6990,708.538
swathings,0.0,817.429
swatter,1.0792,846.704
sway,2.1139,676.0
swayback,2.89,842.4
swayed,1.4771,765.875
swaying,1.6628,637.758
swear,3.6529,691.588
swearing,2.0969,667.677
swears,2.0755,667.324
sweat,3.0477,721.312
sweatband,0.6990,766.367
sweated,1.5682,706.0
sweater,2.8482,659.667
sweaters,2.0253,673.176
sweating,2.6232,715.061
sweatshirt,2.0828,740.657
sweatshop,1.4624,746.121
sweaty,2.3560,573.29
Sweden,2.1239,668.219
Sweden's,4.99,713.676
Swedes,1.3010,865.414
Swedish,2.3032,694.0
sweep,2.6866,704.857
sweeper,1.5185,714.176
sweeping,2.2330,698.677
sweepingly,2.485,857.37
sweepings,0.8451,637.893
sweepstake,1.1139,769.806
sweepstakes,1.6232,653.97
sweet,3.8696,555.824
sweetbread,1.386,752.438
sweetbriar,2.639,834.941
sweeten,1.6128,811.192
sweeter,2.1271,722.438
sweetest,2.4713,682.226
sweetheart,3.5149,736.226
sweethearts,2.0755,648.97
sweetie,3.4365,655.727
sweetish,2.773,801.875
sweetly,1.7243,605.939
sweetness,2.2253,662.0
sweetpeas,1.609,912.375
sweets,2.0899,599.118
swell,3.0261,683.719
swelled,1.6021,682.121
swelling,2.2095,669.677
swellings,0.7782,746.452
swells,1.7924,594.03
swelter,0.4771,795.036
sweltering,1.0414,818.357
swept,2.3874,646.424
swerve,1.5441,805.042
swerved,1.3979,797.0
swerving,1.0792,903.2
swift,2.2967,634.727
swiftest,1.0000,822.92
swiftly,1.9243,641.75
swiftness,0.6990,674.394
swig,1.6902,762.636
swill,1.6990,677.828
swim,3.2103,530.939
swimmer,2.2810,714.625
swimmers,1.8865,771.125
swimming,3.0086,656.206
swimsuit,2.0086,714.743
swindle,1.5682,707.812
swindled,1.5051,752.094
swindler,1.4771,701.448
swindling,1.1139,844.276
swine,2.3560,696.0
swing,3.1225,663.364
swinger,1.5798,696.548
swinging,2.4969,704.219
swings,2.2577,639.031
swipe,1.9191,639.242
swiped,1.9294,754.625
swiping,1.3424,805.455
swirl,1.6721,673.636
swirled,0.7782,702.161
swirling,1.6721,701.848
swish,5.663,757.333
swished,0.4771,781.793
Swiss,2.5079,598.0
switch,3.1569,549.966
switchable,6.136,949.029
switchback,0.4771,806.806
switchblade,1.3617,778.031
switchboard,1.7709,617.312
switched,2.5933,701.545
switches,2.1303,614.091
switchgear,3.258,1098.706
switching,2.2900,663.818
switchman,2.485,917.219
Switzerland,2.4683,710.206
swivel,6.227,824.143
swivels,0.6021,674.143
swizzle,1.3010,646.158
swollen,2.2201,600.7
swoon,1.5051,637.731
swoop,1.8976,684.467
swooped,1.4150,745.552
swooping,1.3010,818.312
swoops,0.6990,740.12
sword,3.1258,571.182
swordfish,1.7243,738.5
swordplay,1.3979,847.556
swords,2.3444,628.848
swordsman,1.8129,878.607
swordstick,1.099,994.48
swore,2.6503,651.767
sworn,2.6946,717.8
swum,1.3222,915.25
swung,2.0719,805.517
Sybil,5.553,864.632
sycamore,5.17,849.778
Sydney,3.2095,766.206
syllabic,3.367,836.6
syllabification,1.946,1008.667
syllable,1.6335,673.677
syllables,1.6232,758.033
syllabus,1.4624,726.548
syllogism,0.8451,950.0
sylvan,8.505,980.643
symbiosis,1.0414,863.25
symbol,2.6425,644.324
symbolic,1.9031,737.879
symbolical,3.296,820.4
symbolically,1.3010,871.742
symbolism,1.5798,681.061
symbolists,0.693,869.121
symbolize,1.3424,803.364
symbolized,0.7782,739.469
symbolizes,1.3979,714.8
symbolizing,0.7782,670.312
symbols,2.1106,624.531
symmetric,0.7782,777.182
symmetrical,1.4914,772.156
symmetrically,4.533,802.781
symmetry,1.6232,772.781
sympathetic,2.2900,838.156
sympathetically,0.6021,883.294
sympathies,1.8325,830.323
sympathize,1.9031,778.967
sympathized,0.4771,797.312
sympathizing,0.6990,844.433
sympathy,2.6304,669.5
symphonic,6.234,835.966
symphonies,1.3222,766.2
symphony,2.2601,713.618
symphony's,2.639,719.152
symposium,1.5563,834.857
symptom,1.9868,659.0
symptomatic,1.4771,960.577
symptoms,2.6107,752.562
synagogue,1.6990,784.071
synagogues,1.0000,907.32
synapses,1.1139,793.29
sync,2.2279,803.143
synchronism,2.708,856.778
synchronization,1.1461,996.909
synchronize,1.5441,772.115
synchronized,1.6021,773.516
synchronizers,3.664,939.92
synchronous,7.738,1017.45
syncopate,2.079,940.5
syncopation,0.4771,922.824
syndicate,2.0128,787.034
syndicated,1.3424,797.167
syndicates,0.9542,887.621
syndicate's,2.197,1023.96
syndication,1.2041,923.143
syndrome,2.5065,742.97
synergism,3.638,1069.55
synergistic,0.4771,920.312
synonym,1.0000,782.613
synonymous,1.4624,769.455
synonyms,0.9542,745.0
synopsis,1.1761,844.4
syntactic,6.498,1043.952
syntactical,4.736,1231.412
syntactically,5.303,1103.882
syntax,1.2788,772.062
synthesis,1.2041,755.567
synthesize,1.0792,779.156
synthesized,1.1139,700.281
synthesizer,1.4472,849.903
synthesizes,3.807,843.719
synthetic,2.1106,812.344
synthetics,0.9542,813.273
syphilis,1.9956,871.857
Syracuse,1.8513,782.655
Syria,1.4914,738.111
Syrian,1.0000,857.467
Syrians,0.7782,903.7
syringe,2.0000,839.423
syrup,2.4166,650.733
system,3.6691,671.406
systematic,1.4914,760.364
systematically,1.5315,847.562
systematization,1.609,1086.714
systematize,2.197,914.96
systematized,0.4771,830.0
systematizing,2.197,1048.95
systemic,1.0792,735.862
systemization,2.565,1009.846
systems,2.9289,614.818
system's,7.582,623.594
tab,2.4698,642.793
Tabasco,1.3802,837.692
tabby,6.725,857.444
tabernacle,1.5682,808.769
tabernacles,3.912,948.76
table,3.7314,664.735
tableau,0.9542,729.053
tablecloth,1.6902,703.406
tablecloths,1.5911,718.833
tables,2.7782,675.806
table's,4.71,612.353
tablespoon,1.0000,701.75
tablespoonful,2.303,829.071
tablespoonfuls,2.639,1006.968
tablespoons,0.6021,822.267
tablet,1.8865,672.412
tablets,1.8633,633.088
tableware,0.4771,788.9
tabloid,1.7559,747.4
tabloids,1.6990,747.484
taboo,1.7993,739.697
taboos,1.1461,711.567
tabs,2.0374,711.129
tabular,5.68,965.25
tabulate,5.03,900.444
tabulated,5.561,967.034
tabulation,0.6021,902.931
tabulations,0.4771,942.217
tacit,0.9031,908.273
taciturn,0.9542,748.833
tack,2.0374,681.29
tacked,1.0792,706.667
tacking,0.4771,811.061
tackle,2.3424,697.727
tackles,1.2041,676.969
tacky,2.1303,674.094
tact,1.7559,672.0
tactful,1.4771,760.828
tactic,1.9031,748.448
tactical,2.4502,778.741
tactically,1.0000,842.933
tactician,0.9542,866.15
tactics,2.3838,716.258
tactile,1.2788,827.615
tactless,1.1761,754.483
tactlessness,1.099,1095.423
tactual,0.0,734.409
tactually,0.0,928.588
tadpole,1.4914,723.867
tadpoles,1.4624,804.312
taffy,4.99,750.923
taffycolored,0.0,1297.0
Taft,2.0170,833.28
tag,2.8506,564.152
tagged,1.9868,702.129
tagging,1.6721,722.034
tags,2.2601,603.324
Tahiti,2.1959,825.929
Tahitian,1.1761,902.826
Tahoe,7.188,900.806
tail,3.0864,621.265
tailback,1.0000,665.296
tailcoat,2.079,712.152
tailgate,1.3802,728.656
taillight,1.6335,1117.652
tailor,2.3304,652.515
tailored,1.4314,645.833
tailpiece,4.477,913.531
tails,2.4639,711.882
